3020	4	3	1
2096	4	1	1
1815	4	2	1
3021	4	4	1
1371	4	9	2
1372	4	0	0
1591	4	19	1
1816	4	2	1
2097	4	1	1
1817	4	0	0
4742	4	0	0
3728	4	12	2
886	4	0	0
1818	4	15	2
1592	4	0	0
983	4	1	1
1214	4	1	1
3022	4	4	1
1593	4	1	1
2098	4	6	1
1819	4	0	0
611	4	1	1
1820	4	0	0
2099	4	47	1
3729	4	18	2
2100	4	11	2
612	4	8	2
887	4	4	1
4743	4	9	2
3730	4	0	0
2101	4	31	3
1215	4	19	2
1594	4	2	1
692	4	10	2
3731	4	2	1
1821	4	3	1
1595	4	1	1
2102	4	1	1
3732	4	51	1
7911	4	6	2
1083	4	1	1
2103	4	7	1
4744	4	4	2
3733	4	0	0
1216	4	3	1
2496	4	8	2
1822	4	4	1
7912	4	11	2
1823	4	1	1
1217	4	0	0
363	4	3	1
693	4	4	1
3023	4	1	1
3024	4	5	1
2104	4	5	2
2497	4	1	1
6144	4	8	2
1373	4	2	1
4745	4	0	0
2105	4	1	1
3734	4	1	1
4746	4	6	2
4747	4	0	0
4748	4	11	1
3735	4	7	2
3025	4	7	2
1374	4	1	1
2106	4	2	1
4749	4	0	0
2107	4	10	2
2498	4	0	0
1596	4	0	0
2499	4	18	3
3736	4	18	2
4750	4	1	1
6145	4	3	1
1597	4	0	0
1598	4	1	1
2108	4	0	0
3737	4	16	2
2500	4	2	1
3026	4	6	1
1824	4	0	0
1375	4	3	1
2501	4	1	1
6146	4	4	1
2502	3	0	0
3027	3	0	0
1825	3	4	1
3738	3	1	1
3739	3	4	1
1826	3	1	1
208	3	4	1
1827	3	7	2
1218	3	13	3
7913	3	11	2
182	3	6	1
308	3	1	1
1828	3	1	1
2109	3	5	1
1829	3	11	2
888	3	0	0
793	3	0	0
1599	3	2	1
4751	3	1	1
1830	3	36	3
1831	3	21	2
4752	3	4	1
3740	3	8	2
1832	3	4	1
2110	3	1	1
4753	3	1	1
1376	3	0	0
1377	3	0	0
3028	3	5	1
984	3	0	0
3029	3	5	1
3741	3	0	0
1833	3	2	1
6147	3	4	1
3030	3	1	1
3031	3	0	0
4754	3	8	1
4755	3	9	1
2111	3	0	0
2112	3	3	1
2113	3	1	1
613	3	1	1
4756	3	0	0
3032	3	0	0
1600	3	0	0
1219	3	3	1
1084	3	0	0
1378	3	0	0
1379	3	1	1
1601	3	3	1
1602	3	3	1
2114	3	2	1
4757	3	7	2
1380	3	0	0
4758	3	5	1
3033	3	2	1
1381	3	1	1
3034	3	3	1
3742	3	0	0
889	3	1	1
2503	3	3	1
2504	3	4	2
3035	3	8	2
3743	3	4	1
2115	3	0	0
3036	3	1	1
2505	3	6	1
1382	3	5	1
1603	3	5	1
3037	3	0	0
3744	3	2	1
3745	3	2	1
3746	3	2	1
890	3	0	0
4759	3	0	0
1834	3	19	1
3747	3	1	1
891	3	3	1
3748	3	3	1
